ROLLINGDB_ID,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage
SAMEA1556845,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0069864927806241,4
SAMEA1556846,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0132047788723538,4
SAMEA1556847,1.1.2,1.1.2,"indo_oceanic,haarlem",,,0.0136763269293389,1
SAMEA1556849,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0147674674895305,4
SAMEA1556850,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0149123897104511,4
SAMEA1556851,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,stype,canetti",,4.3/LAM,0.0123456790123456,4
SAMEA1556852,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.0125779162956366,4
SAMEA1556853,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.004783693843594,4
SAMEA1556854,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.015290156466627,4
SAMEA1556855,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0108660914030041,3
SAMEA1556856,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.005593220338983,4
SAMEA1556857,4.1.2,4.1.i1.1.2,haarlem,,4,0.0288445223686443,4
SAMEA1556858,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0101607241825235,4
SAMEA1556860,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.0067370999846884,4
SAMEA1556861,1.2.2,1.2.2.2,"indo_oceanic,canetti,uganda",,,0.025018395879323,1
SAMEA1556862,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0067224380041828,4
SAMEA1556863,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0042345966546686,4
SAMEA1556864,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0058891576401304,4
SAMEA1556865,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0068965517241379,4
SAMEA1556866,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0054971705739692,4
SAMEA1556867,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,canetti",,4.3/LAM,0.049412869891968,4
SAMEA1556868,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0095282361143388,4
SAMEA1556869,4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,uganda,,4.6.1/Uganda,0.0258064516129032,4
SAMEA1556870,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0071976967370441,4
SAMEA1556872,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0242792109256449,1
SAMEA1556873,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0177297939778129,3
SAMEA1556874,1.1.3,1.1.1.2.i1,"indo_oceanic,haarlem",,,0.156130897621238,1
SAMEA1556875,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,stype,east_african_indian",,4.3/LAM,0.0144641683103221,4
SAMEA1556876,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.005688622754491,4
SAMEA1556877,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.0069397196897537,4
SAMEA1556878,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0117077739619107,3
SAMEA1556879,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.022714907508161,4
SAMEA1556880,4.1.2,4.1.i1.1.1.2,haarlem,,4,0.0180534543620776,4
SAMEA1556881,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.008530487036181,3
SAMEA1556883,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0051432770022042,4
SAMEA1556884,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0054364240410752,4
SAMEA1569096,4.2.2,4.2.2.1,"tur,dassie",,4,0.0235069885641677,4
SAMEA1569097,4.1.1.3,4.1.i1.2.1,"xtype,westafrican1",,4,0.016368519738509,4
SAMEA1569098,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0289573080004578,1
SAMEA1569100,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0047673531655225,4
SAMEA1569101,1.1.3,1.1.1.2.i1,"indo_oceanic,east_african_indian,mungi",,,0.0529769830701921,1
SAMEA1569102,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0042761785565289,4
SAMEA1569104,1.2.2,1.2.2.1,"indo_oceanic,beijing,mungi",,,0.0221421667691767,1
SAMEA1569105,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0047588832487309,4
SAMEA1569106,4.4.1.1,4.2.1.2.2.1.1,"stype,east_african_indian",,4,0.0137946135318589,4
SAMEA1569107,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0163329820864067,4
SAMEA1569111,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0055138950154389,4
SAMEA1569112,1.2.2,1.2.2.2,"indo_oceanic,mungi,uganda,canetti",,,0.0161127895266868,1
SAMEA1569113,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.004101086233651,4
SAMEA1569114,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0297647956705751,1
SAMEA1569115,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0054459515002055,4
SAMEA1569116,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,stype",,4.3/LAM,0.0728102889407828,4
SAMEA1569117,1.1.2,1.1.2,"indo_oceanic,lam,mungi",,,0.0287734025514994,1
SAMEA1569119,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0049575070821529,4
SAMEA1569120,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.010612344474262,4
SAMEA1569121,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0437855542147905,4
SAMEA1569123,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0077021822849807,4
SAMEA1569124,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0138316656856974,4
SAMEA1569125,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0083056478405315,2
SAMEA1569126,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.031518944897731,1
SAMEA1569127,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0062645426883837,4
SAMEA1569128,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0065966737898355,4
SAMEA1569129,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.007744378155117,3
SAMEA1569130,4.3.4.1,4.2.1.2.1.1.i3.2,"lam,indo_oceanic",,4.3/LAM,0.0172590317390668,4
SAMEA1569131,4.1.1.3,4.1.i1.2.1,"xtype,caprae,canetti",,4,0.0191387559808612,4
SAMEA1569132,1.2.2,1.2.2.1,"indo_oceanic,beijing,mungi",,,0.0481586402266288,1
SAMEA1569133,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0122964081544601,4
SAMEA1569135,1.1.3,1.1.1.2.i1,"indo_oceanic,stype,mungi",,,0.0398602303610715,1
SAMEA1569136,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0136869118905047,4
SAMEA1569137,1.2.2,1.2.2.1,"indo_oceanic,beijing,mungi",,,0.0200137013114112,1
SAMEA1569138,2.2.1,2.2.1.1.1,beijing,lin2.2.1,,0.0104341481211236,2
SAMEA1569139,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,stype",,4.3/LAM,0.0099053488883997,4
SAMEA1569140,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0200951581304226,4
SAMEA1569141,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0103225806451612,4
SAMEA1569142,1.1.2,1.1.2,"indo_oceanic,haarlem,mungi",,,0.0217033870437356,1
SAMEA1569145,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.02181146025878,1
SAMEA1569146,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,stype,indo_oceanic",,4.3/LAM,0.0173837879369957,4
SAMEA1569147,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0062132475313436,4
SAMEA1569148,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0131070047271164,4
SAMEA1569149,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0091469477033207,4
SAMEA1569152,3,3.1.1,"east_african_indian,mungi",,,0.0172742503899705,3
SAMEA1569153,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0080155979202772,4
SAMEA1569154,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.0175267770204479,1
SAMEA1569155,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0299862448418156,1
SAMEA1569156,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0045615813482007,4
SAMEA1569157,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.013300760043431,1
SAMEA1569158,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0181709859994042,4
SAMEA1569159,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,beijing,east_african_indian",,4.3/LAM,0.0161966247593158,4
SAMEA1569162,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0065527317807491,4
SAMEA1569163,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0083696016069635,3
SAMEA1569164,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti,indo_oceanic",,4.3/LAM,0.0059829059829059,4
SAMEA1569165,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,east_african_indian,canetti",,4.3/LAM,0.0054392615790341,4
SAMEA1569166,1.1.3,1.1.1.2.i1,"indo_oceanic,pinipedii,mungi",,,0.0212659494620965,1
SAMEA1569167,1.2.2,1.2.2.2,"indo_oceanic,mungi,east_african_indian,uganda",,,0.0151017728168089,1
SAMEA1569169,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,east_african_indian",,4.3/LAM,0.0296080964685615,4
SAMEA1569171,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,stype",,4.3/LAM,0.0123973468098547,4
SAMEA1569172,4.1.1.3,4.1.i1.2.1,"xtype,caprae,canetti",,4,0.0189277389277389,4
SAMEA1569173,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0050349196037031,4
SAMEA1569177,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0060913705583756,4
SAMEA1569178,3.1.1,3.1.1.i1,east_african_indian,,,0.0784556366786288,3
SAMEA1569179,3,3.1.1,"east_african_indian,mungi,indo_oceanic",,,0.0143025109926393,3
SAMEA1569180,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0055539315989476,4
SAMEA1569181,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,stype",,4.3/LAM,0.0091787439613526,4
SAMEA1569182,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0089672986012963,3
SAMEA1569183,2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_3",,0.0087918321043675,2
SAMEA1569184,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0050117622992738,4
SAMEA1569185,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0061633281972265,4
SAMEA1569186,2.2.1,2.2.1.1.1,beijing,lin2.2.1,,0.0100435219283562,2
SAMEA1569187,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0067800258286698,4
SAMEA1569189,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.011639185257032,2
SAMEA1569190,4.3.3,4.2.1.2.1.1.i4.1,"lam,ethiopian,pinipedii",,4.3/LAM,0.0077934729663906,4
SAMEA1569191,3.1.1,3.1.1.i1,east_african_indian,,,0.0074962518740629,3
SAMEA1569192,4.3.4.2,4.2.1.2.1.1.i3.1,"lam,ural",,4.3/LAM,0.0051886282564047,4
SAMEA1569195,4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,0.0192078262944404,4
SAMEA1569196,1.2.2,1.2.2.1,"indo_oceanic,mungi",,,0.019526572718062,1
SAMEA1569198,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,east_african_indian,canetti",,4.3/LAM,0.0188051497179227,4
SAMEA1569199,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0233834669008672,1
SAMEA1569201,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.0055401662049861,4
SAMEA1569203,1.2.2,1.2.2.2,"indo_oceanic,ghana,canetti,mungi,uganda",,,0.0188679245283018,1
SAMEA1569204,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0216767612368504,1
SAMEA1569205,2.2.1,2.2.1.1.1.i2,beijing,lin2.2.1,,0.0179006800975234,2
SAMEA1569206,4.3.2.1,4.2.1.2.1.1.i1,"lam,westafrican1",,4.3/LAM,0.0056403773217932,4
SAMEA1569207,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0312789098637329,4
SAMEA1569208,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0096198967620835,4
SAMEA1569209,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0294946988495375,1
SAMEA1569210,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0051766138855054,4
SAMEA1569211,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0273063156679367,1
SAMEA1569212,4.1.2,4.1.i1.1.2,haarlem,,4,0.0193937837143591,4
SAMEA1569214,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0059551611396543,4
SAMEA1569215,1.2.2,1.2.2.2,"indo_oceanic,haarlem,mungi",,,0.0661000326904217,1
SAMEA1569216,4.7,4,,,4.10/PGG3,0.0103415628868982,4
SAMEA1569217,4.1.1.3,4.1.i1.2.1,"xtype,caprae,canetti",,4,0.0386541581434718,4
SAMEA1569218,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0105333930972658,3
SAMEA1569219,1.2.2,1.2.2.1,"indo_oceanic,beijing,mungi",,,0.0213996529786003,1
SAMEA1569220,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0091002495229707,2
SAMEA1569221,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0096857446485501,3
SAMEA1569223,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,stype",,4.3/LAM,0.0198969621602416,4
SAMEA1569224,2.2.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,asian_african_3",,0.0116801437556154,2
SAMEA1569225,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0055075210233329,4
SAMEA1569226,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0044444444444444,4
SAMEA1569227,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0072847682119205,4
SAMEA1569229,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0058164584230934,4
SAMEA1569230,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0192869666861484,4
SAMEA1569231,4.1.1.3,4.1.i1.2.1,"xtype,westafrican1",,4,0.114967275232518,4
SAMEA1569232,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0064980505848245,4
SAMEA1569233,1.2.2,1.2.2.1,"indo_oceanic,canetti,beijing,mungi",,,0.0165530671859785,1
SAMEA1569235,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.012762168579343,1
SAMEA1569236,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0307715122529937,3
SAMEA1569237,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0045592705167173,4
SAMEA1569238,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.0220151269584008,4
SAMEA1569240,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0262383668567997,3
SAMEA1569244,1.1.2,1.1.2,"indo_oceanic,dassie,mungi",,,0.0190199871050934,1
SAMEA1569247,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.007415647015202,4
SAMEA1569248,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0035671819262782,4
SAMEA1569249,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0051132213294375,4
SAMEA1569250,4.4.1.1,4.2.1.2.2.1.1,"stype,canetti",,4,0.0138467374810318,4
SAMEA1569252,4.1.2,4.1.i1.1.1.2,"haarlem,east_african_indian",,4,0.1002187874938245,4
SAMEA1569253,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0278045128863223,1
SAMEA1569254,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0041617491769675,4
SAMEA1569255,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.005588503649635,4
SAMEA1569258,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0228881673497631,1
SAMEA1569259,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0093457943925233,4
SAMEA1569260,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0092897073331141,3
SAMEA1569261,3,3.1.1,east_african_indian,,,0.0083461168456358,3
SAMEA1569262,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0074531516183986,4
SAMEA1569263,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0120915503094861,4
SAMEA1569264,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.0170587579440294,4
SAMEA1569266,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0042874452418678,4
SAMEA1569267,3.1.1,3.1.1.i1,east_african_indian,,,0.0099838100377765,3
SAMEA1569268,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0184448462929475,4
SAMEA1569269,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0073047858942065,4
SAMEA1569270,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0046576618537494,4
SAMEA1569271,3,3.1.1,"east_african_indian,mungi",,,0.0086662843305932,3
SAMEA1569273,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0119065337103735,2
SAMEA1569274,1.2.2,1.2.2.1,"indo_oceanic,beijing,cameroon,mungi",,,0.0193626462283178,1
SAMEA1569275,3,3.1.1,"east_african_indian,lam,mungi",,,0.0071968624914082,3
SAMEA1569276,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.0124036502170638,1
SAMEA1569280,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0088396239652027,4
SAMEA1569281,4.3.4.2,4.2.1.2.1.1.i3.1,"lam,ural",,4.3/LAM,0.0091211503380191,4
SAMEA1569282,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi,east_african_indian",,,0.0214005602240896,1
SAMEA1569284,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0076811293336101,4
SAMEA1569285,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0323923507219981,4
SAMEA1569286,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0069944247339077,4
SAMEA1569287,3.1.1,3.1.1.i1,east_african_indian,,,0.0136986301369863,3
SAMEA1569288,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0581560283687943,4
SAMEA1569289,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0233305156382079,1
SAMEA1569290,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0243132670952659,1
SAMEA1569291,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi,east_african_indian",,,0.0330526972248207,1
SAMEA1569292,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,east_african_indian",,4.3/LAM,0.0077135420774509,4
SAMEA1569293,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0065341682548325,4
SAMEA1569294,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0064550833781603,4
SAMEA1569295,4.4.1.2,4.2.1.2.2.1.2,"stype,indo_oceanic,canetti",,4,0.0610917889006502,4
SAMEA1569296,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,east_african_indian",,4.3/LAM,0.0261799410029498,4
SAMEA1569297,4.1.2,4.1.i1.1.1.2,haarlem,,4,0.015271838729383,4
SAMEA1569298,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0114260919872722,3
SAMEA1569299,4.3.4.2.1,"2.2.2,4.2.1.2.1.1.i3.1",lam,,4.3/LAM,0.0079620853080568,4
SAMEA1569300,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0114530680145882,4
SAMEA1569301,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0092183848351077,2
SAMEA1569302,1.1.2,1.1.2,"indo_oceanic,mungi",,,0.0303635637235317,1
SAMEA1569306,4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,0.0332249909714698,4
SAMEA1569307,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0066418703506907,4
SAMEA1569308,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0051412250079339,4
SAMEA1569311,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0065230582524271,4
SAMEA1569312,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,xtype",,4.3/LAM,0.0040908161178155,4
SAMEA1569313,3.1.1,3.1.1.i1,east_african_indian,,,0.0126756863260212,3
SAMEA1569314,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0040188470066518,4
SAMEA1569315,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0074593331535903,4
SAMEA1569316,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,0.0098997334687143,2
SAMEA1569317,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0096255429040967,3
SAMEA1569318,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.0050019238168526,4
SAMEA1569319,3.1.1,3.1.1.i1,east_african_indian,,,0.0108186080057699,3
SAMEA1569321,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic",,4.3/LAM,0.0093671713320989,4
SAMEA1569322,2.2.1,2.2.1.1.1,"beijing,indo_oceanic","lin2.2.1,asia_ancestral_3",,0.0130228351797422,2
SAMEA1569323,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,east_african_indian",,4.3/LAM,0.0422564243506939,4
SAMEA1569324,1.1.3,1.1.1.2.i1,"indo_oceanic,pinipedii,mungi",,,0.0242844752818733,1
SAMEA1569325,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,beijing",,4.3/LAM,0.0724537437316271,4
SAMEA1569326,1.2.2,1.2.2.1,"indo_oceanic,mungi",,,0.0172302817250086,1
SAMEA1569328,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0301319386663496,1
SAMEA1569330,1.1.3,1.1.1.2,"indo_oceanic,mungi",,,0.0201209058919065,1
SAMEA1569331,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0067193384036033,4
SAMEA1569332,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.017091095539224,1
SAMEA1569333,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0093478744713999,4
SAMEA1569334,4.8,4.2.1.1.1.1.1.1.i1,indo_oceanic,,4.10/PGG3,0.0058261129369584,4
SAMEA1569335,1.1.3,1.1.1.2.i1,"indo_oceanic,pinipedii,mungi",,,0.0272869335256641,1
SAMEA1569336,1.1.3,1.1.1.2.i1,"indo_oceanic,suricattae,pinipedii,canetti,mungi",,,0.0227395776935571,1
SAMEA1569337,1.2.2,1.2.2.2,"indo_oceanic,mungi",,,0.0187947494033412,1
SAMEA1569338,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0072443577598216,4
SAMEA1569339,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0042892156862745,4
SAMEA1569340,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0052569325798396,4
SAMEA1569341,2.2.1,2.2.1.1.1,"beijing,indo_oceanic,mungi","asian_african_1,lin2.2.1",,0.1553077365980787,2
SAMEA1569342,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0078889239507731,4
SAMEA1569343,3.1.1,3.1.1.i1,"east_african_indian,lam,indo_oceanic",,,0.2024624529002812,3
SAMEA1569344,1.2.2,1.2.2.1,"indo_oceanic,beijing,mungi",,,0.0971266693646297,1
SAMEA1569345,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.004846241959644,4
SAMEA1569346,1.1.3,1.1.1.2.i1,"indo_oceanic,mungi",,,0.0274621924610638,1
SAMEA1569347,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0087163232963549,4
SAMEA1569348,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0126347082868822,2
SAMEA1569350,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0073415765069551,4
SAMEA1569351,3.1.1,3.1.1.i1,"east_african_indian,mungi",,,0.0110302933418591,3
SAMEA1569353,3.1.1,3.1.1.i1,"east_african_indian,lam,mungi",,,0.1099367996176111,3
SAMEA1569354,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0117142857142857,4
SAMEA1569355,4.1.2.1,4.1.i1.1.1.1,"haarlem,indo_oceanic",,4.1.2/Haarlem,0.0246819161510116,4
SAMEA1569356,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0070484581497797,4
SAMEA1569357,4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,0.0063863757317722,4
SAMEA1569358,4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,0.0408163265306122,4
SAMEA1569359,3.1.1,3.1.1.i1,"east_african_indian,ghana,lam,mungi",,,0.0225022104332449,3
